game;elements;description;link;Action;Aventure;RPG;Plate-Forme;FPS;Course;Strategie;Sport;Reflexion;Combat;Simulation;Point'n Click;Infiltration;Gestion;Action RPG;Beat'em All;Survival-Horror;Rythme;Autres;Puzzle-Game;Shoot'em Up;Tactique;Shooter;MMO;MMORPG;Tactical RPG;Creation;TPS;Tir;Adresse;Sandbox;Roguelike;Survie;Open World;Wargame;Hack'n slash;Jeu de cartes;Runner;Dungeon RPG;4X;God Game;Visual Novel;MOBA;Tower Defense;Battle Royale;Ludo-Educatif;Simulation de vie;MMOFPS;City Builder;Jeu de societe;Management
Naruto Shippuden Ultimate Ninja Storm 4;['Combat'];Naruto Shippuden Ultimate Ninja Storm 4 est un jeu de combat inspiré du manga et de l'anime japonais Naruto. Le mode Histoire permet de revivre les derniers événements du manga, dans des combats à contre un ou à trois contre trois, ou face à d'énormes boss. Le jeu dispose également de plusieurs modes de jeu online et offline, qui permettent d'utiliser à volonté la centaine de personnages jouables.;http://www.jeuxvideo.com/jeux/jeu-411457/;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
This War Of Mine: The Little Ones;['Action', 'Survival-Horror', 'Aventure', 'Gestion'];This War of Mine : The Little Ones permet aux joueurs, en plus de s'occuper d'adultes, de gérer des enfants, qui même en temps de guerre, gardent leurs âmes innocentes. Il faudra alors les faire jouer et rire en plus de les faire survivre.;http://www.jeuxvideo.com/jeux/jeu-440603/;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lost in Harmony;['Aventure', 'Runner'];Nous incarnons Kaito, un jeune garçon qui voyage à travers le monde sur son skateboard avec son amie Aya. Avec une bande son mélangeant de nombreux styles musicaux issues de cultures très différentes.;http://www.jeuxvideo.com/jeux/jeu-443704/;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Oxenfree;['Aventure'];Oxenfree est un thriller supernaturel racontant l'histoire d'un groupe d'amis qui ouvre, malencontreusement, un portail permettant aux spectres d'entrer dans notre monde. Nous suivons alors les aventures d'Alex, avec son demi-frère Jonas, dans une fête qui finit terriblement mal.;http://www.jeuxvideo.com/jeux/jeu-456977/;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bleach Brave Souls;"['Action', ""Hack'n slash""]";Adaptation de la série de mangas à succès créée par Tite Kubo, Bleach Brave Souls est un Hack'n Slash Free to play teinté de mécaniques RPG à destinations des smartphones et tablettes. Créez votre équipe de héros parmi une multitude de personnages, personnalisés les et devenez l'équipe de Shinigami la plus redoutable.;http://www.jeuxvideo.com/jeux/jeu-451178/;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tom Clancy's Rainbow Six Siege;['Action', 'FPS', 'Shooter', 'Tactique'];Tom Clancy's Rainbow Six Siege est un jeu d'action tactique appartenant à la fameuse série du même nom. Cet épisode est principalement axé sur le multijoueur et l'importance du jeu en équipe, avec des environnements facilement destructibles.;http://www.jeuxvideo.com/jeux/jeu-82711/;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Starcraft II : Legacy of the Void;['Stratégie'];Starcraft II - Protoss : Legacy of the Void est un jeu de stratégie en temps réel sur PC au sein d'une galaxie où trois factions s'affrontent sans merci. D'un côté, les Terrans, descendants de  colons humains. De l'autre, les Protoss, une race très avancée technologiquement et dotée de pouvoirs psioniques. Enfin, les Zergs, hordes de créatures diverses issues de mutations biologiques et regroupées en essaim. Cet opus comprend la campagne solo Protoss et tout le nécessaire pour jouer en multi.;http://www.jeuxvideo.com/jeux/add-on/jeu-83571/;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Binding of Isaac : Rebirth - AfterBirth;['Aventure', 'Roguelike'];The Binding of Isaac : Rebirth - Afterbirth sur PC est un DLC ajoutant une tonne de contenu pour le titre. On y trouve plus d'une centaine de nouveaux objets, des nouveaux boss, un nouveau personnage jouable, des fins supplémentaires, de nouvelles transformations et plus.;http://www.jeuxvideo.com/jeux/jeu-417159/;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Halo 5 : Guardians sur ONE;['FPS'];Halo 5: Guardians sur Xbox One est un FPS mettant en scène les aventures du Master Chief et d'un nouveau personnage, le Spartan Jameson Locke. Le jeu dispose également d'une importante partie multijoueur et reprend les modes de jeu connus de la série, mais compte également deux nouveautés, la Warzone et le mode Elimination. Pour gagner, les joueurs pourront compter sur les nombreuses nouveautés de gameplay qui rendent les Spartans plus dynamiques qu'auparavant.;http://www.jeuxvideo.com/jeux/xbox-one/00048987-halo-5-guardians.htm;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dragon Quest Heroes : Slime Edition;"['Action', ""Beat'em All"", 'RPG']";Dragon Quest Heroes est un beat'em all mâtiné de quêtes sur PS4. Réunissant les plus grands héros de la saga, ce cross over transpose l'univers du RPG dans un jeu de combat de masse où les héros doivent empêcher un mystérieux sorcier de ressusciter un puissant dragon des ténèbres. Aux missions principales s'ajoutent une multitude de quêtes annexes qui mettent l'équipe aux prises avec le bestiaire symbolique de la franchise.;http://www.jeuxvideo.com/jeux/jeu-83083/;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A Blind Legend;['Autres'];A Blind Legend est un jeu sur Android entièrement basé sur le son. A l'aide d'un procédé reproduisant la perception du son dans un environnement en 3D, le joueur progresse en se fiant à ses oreilles, aidé par la fille du héros Louise. Ensemble, ils partent sr les traces de Thork, un tyran ayant assassiné la femme du chevalier Edward Blake avant de lui crever les yeux.;http://www.jeuxvideo.com/jeux/jeu-82846/;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BroForce;['Action', 'Plate-Forme'];Broforce est un jeu d'action / plates-formes sur PC. Vous aurez la possibilité d'incarner plusieurs personnages tout droit sortis des films d'action des années 80-90 avec toujours une bonne dose d'humour.;http://www.jeuxvideo.com/jeux/jeu-81200/;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lego Dimensions;['Aventure'];Lego Dimensions est un jeu d'action-aventure édité par Warner Bros Games dans lequel il est possible de contrôler de nombreux personnages issus de l'univers Lego, comme Batman, Gandalf,  Unikitty ou encore Marty McFly.;http://www.jeuxvideo.com/jeux/jeu-422149/;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Forza Motorsport 6;['Course'];Forza Motorsport 6 est un jeu de course typé simulation. Le joueur a la possibilité de conduire plus de 450 véhicules différents sur une trentaine de circuits, certains étant officiels, d'autres créés de toutes pièces. Le jeu repose sur une forte composante online qui permet aux joueurs de s'affronter sur tous les circuits du jeu, dans des épreuves dont les règles sont définis par les joueurs eux-mêmes.Forza Motorsport 6 propose également de nouvelles conditions de course : pluie et nuit, qui imposent des ajustements de conduite.;http://www.jeuxvideo.com/jeux/jeu-414028/;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Super Mario Maker;['Plate-Forme', 'Création'];Mario Maker est un jeu de plates-formes et d'édition de niveaux pour WiiU. Le joueur peut y choisir entre une esthétique moderne ou ancienne façon NES, et créer simplement ses environnements, placer des ennemis etc.;http://www.jeuxvideo.com/jeux/jeu-82721/;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Stasis;"['Aventure', ""Point'n Click""]";Développé par un petit studio indépendant, Stasis est un jeu d'aventure et de point'n click. Le joueur y accompagne John Maracheck dans la recherche de sa femme et de sa fille à bord du Groomlake. Le temps presse car sur ce vaisseau spatial appartenant à une multinationale se déroulent des expériences illicites et indescriptibles sur les humains...;http://www.jeuxvideo.com/jeux/jeu-78594/;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lara Croft GO;['Réflexion'];Jeu de puzzle s'inspirant de la célèbre saga Tomb Raider créée par Square Enix et mettant en scène notre aventurière Lara Croft dans un pur et simple pillage de tombeau. Énigmes capillotractées et réflexion en tout genre sont au programme de ce spin-off pensé pour les plates-formes mobiles.;http://www.jeuxvideo.com/jeux/jeu-429846/;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pac-Man 256;['Autres'];Pac-Man 256 est une nouvelle version du jeu d'arcade sorti en 1980. Un jeu d'arcade Free to play offrant des labyrinthes infinis tout en gardant les mécaniques de gameplay ayant fait le succès de la saga. Dans les versions originales le 256ème niveau avait un bug, il se retrouvait couvert de symbole et devenait donc injouable. C’est ainsi qu’est né Pac-Man 256, un endless runner en 3D mais doté du charme légendaire des jeux rétro.;http://www.jeuxvideo.com/jeux/jeu-426700/;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fishing Planet sur PC;['FPS', 'Simulation', 'Sport'];Fishing Planet sur PC, est un jeu de Sport / Simulation développé et édité par Fishing Planet LLC. Dans ce jeu de simulation de pêche très réaliste, votre objectif est de parvenir à pêcher les plus gros poissons de la planète.;http://www.jeuxvideo.com/jeux/pc/jeu-438536/;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Yu-Gi-Oh! Legacy of the Duelist;['Jeu de cartes'];Revivez la gloire des duels passés contre les personnages Yu-Gi-Oh! du passé et du présent. Affrontez d'autres joueurs en ligne avec votre deck personnalisé, puis défiez-les à Battle Pack Projet et Sealed Play.;http://www.jeuxvideo.com/jeux/jeu-428102/;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Path of Exile : The Awakening;['Action'];Annoncé par Grinding Gear Games comme le Path of Exile 2.0, la nouvelle extension Path of Exile : The Awakening apporte un lot considérable d'ajouts. Entre le nouvel Act, les nouvelles gemmes, les nouveaux monstres, l'impressionnante liste de nouveaux objets uniques et la résolution des désynchronisations, PoE s'impose une fois encore dans le monde du hack and slash, mais peut-être au détriment d'un public un peu moins... acharné.;http://www.jeuxvideo.com/jeux/jeu-431929/;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Anna's Quest;"['Aventure', ""Point'n Click""]";Inspiré des Frères Grimm et d'Hansel et Gretel, Anna's Quest est un jeu d'aventure en point and click assez sombre. Vous avez été capturé par une sorcière et vous devez vous échapper pour éviter de servir de cobaye pour ses expériences mystérieuses, vous pourrez vous aider de vos pouvoirs télékinétiques.;http://www.jeuxvideo.com/jeux/jeu-83040/;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Final Fantasy XIV : Heavensward;['MMO', 'RPG'];Première extension pour le MMORPG Final Fantasy XIV : A Realm Reborn ajoute son lot de nouveautés comme des nouveaux jobs, un niveau maximum désormais étendu à 60 pour les professions et l'artisanat ainsi que de nombreux donjons et raids inédits. L'histoire gravite cette fois sur la guerre entre les hommes et les dragons.;http://www.jeuxvideo.com/jeux/add-on/jeu-86749/;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Batman Arkham Knight;['Action', 'Aventure'];Se déroulant un an après les événements de Batman Arkham City, Batman Arkham Knight est un jeu d'action dans lequel l’Épouvantail menace d'utiliser des armes chimiques sur la ville. Batman est donc au rendez-vous, accompagnée de sa Batmobile qui prend une importance capitale.;http://www.jeuxvideo.com/jeux/jeu-81992/;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Splatoon;['Action', 'Tir'];Splatoon est un jeu de tir et d'action pour WiiU faisant la part belle au multijoueur. Pouvant accueillir jusqu'à 8 participants répartis en deux équipes, le jeu demande aux joueurs de s'affronter à l'aide de peinture et de transformations en calamars.;http://www.jeuxvideo.com/jeux/jeu-82719/;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lara Croft : Relic Run;['Runner'];Spin off de la franchise Tomb Raider, Lara croft Croft Relic Run est un jeu de plate-formes, plus précisément un Endless Runner, disponible sur Mobile. Parcourez la jungle cambodgienne ... Courrez, sautez, glissez, esquivez et récoltez toutes les reliques dissimulées dans ces environnement hostiles.;http://www.jeuxvideo.com/jeux/jeu-422548/;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Magnetic : Cage Closed;['Puzzle-Game'];Jeu de puzzle à la première personne, Magnetic : Cage Closed vous permet de manipuler les forces magnétiques afin d'accomplir les différentes missions qui vont seront proposées. Le gameplay tourne autour de votre Magnet Gun, qui vous permet de créer des champs magnétiques et d'utiliser cette force pour attirer ou rejeter des objets métaliques.;http://www.jeuxvideo.com/jeux/jeu-414759/;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sunset;['Aventure'];Sunset est un jeu PC qui nous place dans le rôle d'une femme de ménage venant travailler chaque semaine dans l'appartement d'un ancien philanthrope. Nous sommes dans les années 70, au milieu d'une république tropicale en pleine ébullition. La femme de ménage poussera-t-elle son employeur à rejoindre le mouvement, ou tentera-t-elle de le préserver ? Amie, amante, combattante ou traître ? Qui serez-vous ?;http://www.jeuxvideo.com/jeux/jeu-82046/;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Invisible, Inc.;['Action', 'Stratégie'];Jeu d'infiltration orienté stratégie, Invisible, Inc. vous permet d'incarner des espions d'élite afin d'infiltrer les plus grosses entreprises. Parcourez le monde à la recherche de contrats et réalisez les missions proposées afin de faire évoluer vos agents.;http://www.jeuxvideo.com/jeux/jeu-80976/;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mortal Kombat X;['Combat'];Mortal Kombat X est le dixième opus de la série de jeux de combat du même nom. Choisissez parmi les 24 personnages disponibles et affrontez-vous au cours de batailles particulièrement gores. Utilisez des éléments du décors et achevez-vous avec des fatalities toujours plus exubérantes.;http://www.jeuxvideo.com/jeux/jeu-82667/;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Axiom Verge;['Action'];Axiom Verge est un jeu d'action/aventure indépendant développé par Thomas Happ. Le joueur y incarne Trace, un scientifique, qui se retrouve prisonnier d'un complexe labyrinthique suite à un accident. Il devra explorer le monde qui l'entoure pour trouver des réponses sur lui-même et sur cet univers mystérieux.;http://www.jeuxvideo.com/jeux/jeu-82257/;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hotline Miami 2 : Wrong Number;['Action', 'Aventure'];Hotline Miami 2 : Wrong Number est un jeu vidéo d'action 2D « top-down » prenant place après les événements de Hotline Miami. Cet opus clôture la saga dans des flots de sang et de violence qui sont dans la droite lignée du premier Hotline Miami.;http://www.jeuxvideo.com/jeux/jeu-80048/;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cities Skylines;['Gestion', 'City Builder', 'Stratégie', 'Simulation'];Jeu de simulation, Cities Skylines vous invite à créer la ville de vos rêves. Vous pourrez ériger des structures plus extraordinaires les unes que les autres afin de dominer le paysage, tout en découvrant de nombreux moyens pour étendre votre création.;http://www.jeuxvideo.com/jeux/jeu-83045/;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Alto's Adventure;['Runner'];Alto's Adventure est un endless runner se déroulant à la montagne. Le joueur y incarne Alto, parti à l'aventure à ski, dans son exploration des alpes. Au cours de son voyage, il fait de nombreuses rencontres, sauve des animaux ou défie d'autres joueurs.;http://www.jeuxvideo.com/jeux/jeu-420000/;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Resident Evil HD Remaster;['Survival-Horror'];Resident Evil HD Remaster est un jeu d'aventure horrifique sur PS3. L'équipe bravo a disparu lors d'un crash d'hélicoptère dans les montagnes d'Arklay non loin de la petite ville de Racoon City. Vous faites partie de l'équipe alpha chargée de retrouver des survivants. Arrivé à l'épave, une meute de chiens enragés vous oblige à vous retrancher dans un vieux manoir où vous pensez être en sécurité, mais c'est là que le cauchemar va vraiment débuter.;http://www.jeuxvideo.com/jeux/jeu-97331/;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Shadowmatic sur iOS;['Réflexion'];Dans le jeu de réflexion Shadowmatic sur iOS, vous êtes amenés à reconstituer des ombres sur un mur en ajustant des objets en apparence difformes. Les ombres représentent toujours des objets connus répartis en diverses thématiques comme la chambre d'enfants, la mer, etc.;http://www.jeuxvideo.com/jeux/ios/jeu-416155/;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Assetto Corsa;['Course'];Jeu de simulation de courses, Assetto Corsa se démarque par son contenu exclusif notamment pour les voitures proposées. Le joueur pourra y retrouver les plus célèbres circuits dans un environnement toujours plus réaliste.;http://www.jeuxvideo.com/jeux/jeu-78072/;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Elite : Dangerous;['Action', 'MMO', 'Shooter', 'Simulation'];Elite Dangerous sur PC est un jeu de stratégie/aventure qui vous met aux commandes d'un vaisseau spatial dont vous êtes le capitaine. Libre à vous de choisir quel est votre but, vous pouvez vous enrichir en faisant du commerce dans les zones sécurisées, ou prendre des risques dans les zones peuplées de pirates ou encore être vous-même : un pirate de l'espace ! Vous avez la possibilité de visiter 400 milliards de systèmes solaires.;http://www.jeuxvideo.com/jeux/jeu-79914/;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Talos Principle;['Réflexion'];The Talos Principle est un jeu d'énigmes orientées sur la philosophie. Le joueur y incarne une intelligence artificielle devant circuler dans les ruines de l'humanité en essayant de réfléchir sur le sens de la vie.;http://www.jeuxvideo.com/jeux/jeu-82709/;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Persona Q : Shadow of the Labyrinth sur 3DS;['RPG', 'Dungeon RPG'];Jeu de rôle (RPG) japonais sur 3DS, Persona Q : Shadow of the Labyrinth fait la jonction entre deux univers emblématiques de la saga Persona, à savoir Persona 3 et Persona 4. Au total, 18 personnages jouables issus de ces deux opus et dont deux petits nouveaux amnésiques, Zen et Rei. Réunis et piégés dans une autre dimension, ils devront une fois de plus affronter les Shadows et lever le voile sur le mystère qui entoure la tour de l'horloge... Le gameplay, hors combat, change radicalement car il s'inspire très clairement des dungeon-crawler et plus particulièrement d'Etrian Odyssey.;http://www.jeuxvideo.com/jeux/nintendo-3ds/00050984-persona-q-shadow-of-the-labyrinth.htm;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Pokémon Rubis Omega sur 3DS;['RPG'];Pokémon Rubis Omega est un jeu de rôle disponible sur 3DS. Remake de la version Rubis sortie sur Game Boy Advance, cet épisode reprend les Méga-Evolutions et une partie de l'interface de Pokémon X et Y pour vous offrir une version revue de la région de Hoenn. Vous pourrez également parcourir librement les cieux à dos de Pokémon et explorer les bases secrètes de vos amis.;http://www.jeuxvideo.com/jeux/nintendo-3ds/00052642-pokemon-rubis-omega.htm;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pokémon Saphir Alpha sur 3DS;['RPG'];Pokémon Saphir Alpha est un jeu de rôle disponible sur 3DS. Remake de la version Saphir sortie sur Game Boy Advance, cet épisode reprend les Méga-Evolutions et une partie de l'interface de Pokémon X et Y pour vous offrir une version revue de la région de Hoenn. Vous pourrez également parcourir librement les cieux à dos de Pokémon et explorer les bases secrètes de vos amis.;http://www.jeuxvideo.com/jeux/nintendo-3ds/00052643-pokemon-saphir-alpha.htm;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tales from the Borderlands;['Aventure'];Tales From the Borderlands est un point'n click du studio Telltale se déroulant dans le même univers que la série vidéo-ludique du même nom. L'action se déroule après les événements de Borderlands 2, et le joueur incarne deux personnages, Rhys et Fiona, qui doivent collaborer dans le monde de Pandora.;http://www.jeuxvideo.com/jeux/jeu-81642/;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hatsune Miku : Project Diva F 2nd;['Rythme'];Hatsune Miku : Project Diva F 2nd est un jeu de rythme se déroulant dans l'univers de la célèbre chanteuse virtuelle Hatsune miku. 40 musiques de son répertoire sont disponibles, ainsi que de nombreux costumes pour customiser le personnage.;http://www.jeuxvideo.com/jeux/jeu-81342/;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dragon Age Inquisition;['Action', 'Aventure', 'RPG'];Jeu de rôle, Dragon Age Inquisition prend place dans un monde heroic-fantasy qui répond au doux nom de Thédas. Frappé par une forme de malédiction, le personnage jouable partira en quête de réponse. Le territoire explorable est bien plus grand que dans les opus précédents et comprend notamment deux pays : Ferelden et Orlaïs.  Le joueur peut y incarner une des quatre classes disponibles : Humain, Nain, Elfe et Qunari.;http://www.jeuxvideo.com/jeux/jeu-76741/;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vainglory;['Action', 'MMO', 'Stratégie', 'MOBA'];Vainglory est un MOBA free-to-play, développé et édité par Super Evil Megacorp, disponible sur IOS. Dans Vainglory, deux équipes de trois s'affrontent pour détruire le Vain ennemi, un immense cristal siégeant dans la base ennemie.;http://www.jeuxvideo.com/jeux/jeu-83354/;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
This War of Mine;['Action', 'Survival-Horror', 'Aventure', 'Gestion', 'Survie'];Jeu de survie, This War of Mine vous permet d'incarner un groupe de civils qui doivent survivre le plus longtemps possible. Suivant un cycle, le principe du jeu repose sur deux grandes phases : le jour, où vous devez vous protéger de l'attaque des snipers, et le soir, où la recherche de nourriture devient votre objectif principal.;http://www.jeuxvideo.com/jeux/jeu-82101/;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
